Folder_ID	Encoding_Vector
45_O	1 0.473684 0.526316 0.230769 0.576923 0.192308 0.222222 0.5 0.277778 0.24359 0.474359 0.282051 0.0869565 0.449275 0.384058 0.0797101 0.0925926 0.425926 0.398148 0.0833333 0.144444 0.311111 0.422222 0.122222 0.157895 0.315789 0.342105 0.184211 
46	1 0.578947 0.421053 0.384615 0.487179 0.128205 0.388889 0.444444 0.166667 0.358974 0.435897 0.205128 0.23913 0.478261 0.224638 0.057971 0.240741 0.425926 0.296296 0.037037 0.255556 0.411111 0.255556 0.0777778 0.236842 0.473684 0.184211 0.105263 
46_O	1 0.657895 0.342105 0.474359 0.461538 0.0641026 0.518519 0.333333 0.148148 0.423077 0.474359 0.102564 0.362319 0.42029 0.202899 0.0144928 0.324074 0.453704 0.222222 0 0.366667 0.4 0.166667 0.0666667 0.315789 0.5 0.157895 0.0263158 
47	1 0.578947 0.421053 0.346154 0.461538 0.192308 0.277778 0.555556 0.166667 0.333333 0.512821 0.153846 0.195652 0.413043 0.311594 0.0797101 0.203704 0.361111 0.37037 0.0648148 0.144444 0.455556 0.366667 0.0333333 0.157895 0.5 0.289474 0.0526316 
47_O	1 0.5 0.5 0.269231 0.5 0.230769 0.259259 0.5 0.240741 0.192308 0.602564 0.205128 0.115942 0.463768 0.282609 0.137681 0.12963 0.37037 0.398148 0.101852 0.0888889 0.466667 0.344444 0.1 0.105263 0.315789 0.578947 0 
48	1 0.578947 0.421053 0.410256 0.423077 0.166667 0.314815 0.611111 0.0740741 0.397436 0.384615 0.217949 0.246377 0.449275 0.268116 0.0362319 0.314815 0.351852 0.240741 0.0925926 0.177778 0.522222 0.277778 0.0222222 0.368421 0.263158 0.289474 0.0789474 
48_O	1 0.5 0.5 0.0641026 0.897436 0.0384615 0.425926 0.12963 0.444444 0.448718 0.102564 0.448718 0.0289855 0.478261 0.478261 0.0144928 0.037037 0.453704 0.5 0.00925926 0.411111 0.0888889 0.1 0.4 0.394737 0.105263 0.0526316 0.447368 
49	1 0.710526 0.289474 0.576923 0.320513 0.102564 0.537037 0.388889 0.0740741 0.5 0.448718 0.0512821 0.456522 0.376812 0.115942 0.0507246 0.444444 0.37037 0.157407 0.0277778 0.366667 0.466667 0.155556 0.0111111 0.421053 0.447368 0.131579 0 
49_O	1 0.473684 0.526316 0.205128 0.5 0.294872 0.203704 0.592593 0.203704 0.269231 0.448718 0.282051 0.0869565 0.369565 0.427536 0.115942 0.101852 0.37963 0.37037 0.148148 0.0777778 0.366667 0.444444 0.111111 0.184211 0.447368 0.236842 0.131579 
50	1 0.473684 0.526316 0.230769 0.461538 0.307692 0.166667 0.537037 0.296296 0.217949 0.5 0.282051 0.0797101 0.347826 0.405797 0.166667 0.111111 0.287037 0.435185 0.166667 0.0666667 0.366667 0.433333 0.133333 0.0789474 0.289474 0.421053 0.210526 
50_O	1 0.447368 0.552632 0.179487 0.564103 0.25641 0.148148 0.648148 0.203704 0.217949 0.448718 0.333333 0.0507246 0.384058 0.485507 0.0797101 0.0740741 0.361111 0.435185 0.12963 0.0333333 0.411111 0.455556 0.1 0.157895 0.289474 0.421053 0.131579 
51	1 0.526316 0.473684 0.217949 0.602564 0.179487 0.240741 0.555556 0.203704 0.24359 0.564103 0.192308 0.0797101 0.442029 0.427536 0.0507246 0.0462963 0.518519 0.37963 0.0555556 0.1 0.422222 0.411111 0.0666667 0.105263 0.368421 0.5 0.0263158 
51_O	1 0.552632 0.447368 0.294872 0.5 0.205128 0.296296 0.5 0.203704 0.230769 0.628205 0.141026 0.15942 0.376812 0.384058 0.0797101 0.12963 0.425926 0.398148 0.0462963 0.111111 0.477778 0.344444 0.0666667 0.0263158 0.526316 0.421053 0.0263158 
52	1 0.473684 0.526316 0.179487 0.551282 0.269231 0.222222 0.481481 0.296296 0.205128 0.512821 0.282051 0.057971 0.376812 0.413043 0.152174 0.0462963 0.425926 0.37963 0.148148 0.122222 0.277778 0.444444 0.155556 0.0789474 0.315789 0.421053 0.184211 
52_O	1 0.473684 0.526316 0.294872 0.435897 0.269231 0.277778 0.425926 0.296296 0.230769 0.487179 0.282051 0.202899 0.289855 0.362319 0.144928 0.138889 0.37963 0.324074 0.157407 0.177778 0.311111 0.355556 0.155556 0.105263 0.421053 0.368421 0.105263 
53	1 0.368421 0.631579 0.115385 0.525641 0.358974 0.166667 0.444444 0.388889 0.141026 0.474359 0.384615 0.0362319 0.304348 0.442029 0.217391 0.0185185 0.314815 0.490741 0.175926 0.0666667 0.277778 0.377778 0.277778 0.0526316 0.368421 0.315789 0.263158 
53_O	1 0.473684 0.526316 0.230769 0.5 0.269231 0.240741 0.462963 0.296296 0.192308 0.551282 0.25641 0.123188 0.34058 0.391304 0.144928 0.0740741 0.388889 0.398148 0.138889 0.111111 0.388889 0.344444 0.155556 0.0789474 0.342105 0.5 0.0789474 
54	1 0.447368 0.552632 0.205128 0.564103 0.230769 0.222222 0.5 0.277778 0.166667 0.551282 0.282051 0.0942029 0.362319 0.463768 0.0797101 0.0648148 0.416667 0.407407 0.111111 0.0777778 0.411111 0.377778 0.133333 0.0526316 0.394737 0.473684 0.0789474 
54_O	1 0.526316 0.473684 0.294872 0.564103 0.141026 0.333333 0.425926 0.240741 0.217949 0.602564 0.179487 0.166667 0.456522 0.311594 0.0652174 0.101852 0.509259 0.37037 0.0185185 0.211111 0.344444 0.366667 0.0777778 0.0526316 0.5 0.421053 0.0263158 
55	1 0.657895 0.342105 0.423077 0.435897 0.141026 0.481481 0.37037 0.148148 0.397436 0.538462 0.0641026 0.311594 0.398551 0.210145 0.0797101 0.314815 0.388889 0.259259 0.037037 0.3 0.4 0.255556 0.0444444 0.210526 0.578947 0.210526 0 
55_O	1 0.447368 0.552632 0.179487 0.641026 0.179487 0.240741 0.444444 0.314815 0.269231 0.358974 0.371795 0.0507246 0.463768 0.413043 0.0724638 0.101852 0.333333 0.509259 0.0555556 0.2 0.244444 0.355556 0.2 0.236842 0.210526 0.210526 0.342105 
56	1 0.552632 0.447368 0.294872 0.5 0.205128 0.222222 0.574074 0.203704 0.269231 0.538462 0.192308 0.108696 0.456522 0.34058 0.0942029 0.12037 0.407407 0.37963 0.0925926 0.122222 0.422222 0.411111 0.0444444 0.0789474 0.368421 0.447368 0.105263 
56_O	1 0.421053 0.578947 0.141026 0.512821 0.346154 0.0925926 0.611111 0.296296 0.153846 0.538462 0.307692 0.0217391 0.282609 0.543478 0.152174 0.037037 0.333333 0.425926 0.203704 0.0111111 0.288889 0.588889 0.111111 0.0526316 0.236842 0.526316 0.184211 
57	1 0.421053 0.578947 0.141026 0.576923 0.282051 0.148148 0.574074 0.277778 0.153846 0.551282 0.294872 0.0289855 0.355072 0.521739 0.0942029 0.0462963 0.314815 0.518519 0.12037 0.0222222 0.388889 0.466667 0.122222 0.0263158 0.473684 0.368421 0.131579 
57_O	1 0.473684 0.526316 0.269231 0.461538 0.269231 0.185185 0.574074 0.240741 0.205128 0.538462 0.25641 0.108696 0.42029 0.318841 0.152174 0.12037 0.388889 0.342593 0.148148 0.0777778 0.377778 0.466667 0.0777778 0.0526316 0.368421 0.5 0.0789474 
58	1 0.447368 0.552632 0.24359 0.512821 0.24359 0.240741 0.462963 0.296296 0.166667 0.576923 0.25641 0.137681 0.355072 0.391304 0.115942 0.101852 0.388889 0.407407 0.101852 0.1 0.388889 0.377778 0.133333 0.0526316 0.447368 0.394737 0.105263 
58_O	1 0.526316 0.473684 0.25641 0.551282 0.192308 0.259259 0.518519 0.222222 0.282051 0.5 0.217949 0.101449 0.478261 0.333333 0.0869565 0.12963 0.37963 0.435185 0.0555556 0.166667 0.322222 0.433333 0.0777778 0.131579 0.421053 0.368421 0.0789474 
59	1 0.421053 0.578947 0.179487 0.525641 0.294872 0.259259 0.37037 0.37037 0.179487 0.487179 0.333333 0.115942 0.282609 0.434783 0.166667 0.0648148 0.351852 0.435185 0.148148 0.144444 0.288889 0.322222 0.244444 0.0789474 0.368421 0.368421 0.184211 
59_O	1 0.473684 0.526316 0.24359 0.525641 0.230769 0.222222 0.537037 0.240741 0.24359 0.461538 0.294872 0.0942029 0.442029 0.355072 0.108696 0.12037 0.388889 0.37963 0.111111 0.1 0.4 0.388889 0.111111 0.131579 0.394737 0.263158 0.210526 
60	1 0.605263 0.394737 0.397436 0.397436 0.205128 0.351852 0.462963 0.185185 0.320513 0.551282 0.128205 0.282609 0.297101 0.318841 0.101449 0.231481 0.388889 0.277778 0.101852 0.2 0.433333 0.3 0.0666667 0.131579 0.5 0.342105 0.0263158 
60_O	1 0.526316 0.473684 0.346154 0.435897 0.217949 0.333333 0.444444 0.222222 0.24359 0.564103 0.192308 0.231884 0.355072 0.297101 0.115942 0.194444 0.407407 0.305556 0.0925926 0.2 0.366667 0.344444 0.0888889 0.105263 0.447368 0.394737 0.0526316 
61	1 0.447368 0.552632 0.217949 0.487179 0.294872 0.203704 0.518519 0.277778 0.153846 0.589744 0.25641 0.115942 0.297101 0.456522 0.130435 0.0740741 0.388889 0.388889 0.148148 0.0444444 0.422222 0.411111 0.122222 0.0526316 0.342105 0.552632 0.0526316 
61_O	1 0.552632 0.447368 0.269231 0.512821 0.217949 0.277778 0.555556 0.166667 0.282051 0.538462 0.179487 0.123188 0.427536 0.376812 0.0724638 0.12037 0.416667 0.37963 0.0833333 0.111111 0.455556 0.366667 0.0666667 0.157895 0.526316 0.263158 0.0526316 
62	1 0.552632 0.447368 0.333333 0.487179 0.179487 0.314815 0.5 0.185185 0.269231 0.576923 0.153846 0.188406 0.449275 0.275362 0.0869565 0.194444 0.407407 0.333333 0.0648148 0.177778 0.388889 0.4 0.0333333 0.105263 0.526316 0.342105 0.0263158 
62_O	1 0.5 0.5 0.166667 0.538462 0.294872 0.222222 0.481481 0.296296 0.24359 0.512821 0.24359 0.0724638 0.304348 0.463768 0.15942 0.037037 0.407407 0.407407 0.148148 0.111111 0.277778 0.466667 0.144444 0.0789474 0.368421 0.394737 0.157895 
63	1 0.552632 0.447368 0.269231 0.602564 0.128205 0.333333 0.481481 0.185185 0.282051 0.538462 0.179487 0.137681 0.485507 0.347826 0.0289855 0.111111 0.5 0.37037 0.0185185 0.166667 0.444444 0.311111 0.0777778 0.157895 0.526316 0.263158 0.0526316 
63_O	1 0.5 0.5 0.269231 0.5 0.230769 0.296296 0.444444 0.259259 0.230769 0.551282 0.217949 0.181159 0.311594 0.413043 0.0942029 0.138889 0.388889 0.37037 0.101852 0.177778 0.3 0.422222 0.1 0.131579 0.394737 0.421053 0.0526316 
64	1 0.552632 0.447368 0.333333 0.5 0.166667 0.296296 0.518519 0.185185 0.333333 0.461538 0.205128 0.181159 0.449275 0.311594 0.057971 0.175926 0.472222 0.268519 0.0833333 0.166667 0.433333 0.322222 0.0777778 0.236842 0.342105 0.368421 0.0526316 
64_O	1 0.447368 0.552632 0.192308 0.397436 0.410256 0.12963 0.574074 0.296296 0.179487 0.5 0.320513 0.0724638 0.268116 0.398551 0.26087 0.0925926 0.231481 0.398148 0.277778 0.0222222 0.344444 0.477778 0.155556 0.0263158 0.368421 0.394737 0.210526 
65	1 0.447368 0.552632 0.24359 0.487179 0.269231 0.203704 0.5 0.296296 0.179487 0.551282 0.269231 0.101449 0.398551 0.362319 0.137681 0.101852 0.37037 0.388889 0.138889 0.0888889 0.377778 0.4 0.133333 0.0263158 0.473684 0.368421 0.131579 
65_O	1 0.421053 0.578947 0.179487 0.538462 0.282051 0.148148 0.592593 0.259259 0.205128 0.435897 0.358974 0.0652174 0.326087 0.5 0.108696 0.0648148 0.425926 0.342593 0.166667 0.0666667 0.3 0.511111 0.122222 0.0789474 0.342105 0.342105 0.236842 
66	1 0.447368 0.552632 0.179487 0.525641 0.294872 0.148148 0.592593 0.259259 0.192308 0.512821 0.294872 0.0652174 0.304348 0.514493 0.115942 0.0462963 0.416667 0.37963 0.157407 0.0333333 0.377778 0.477778 0.111111 0.0526316 0.342105 0.421053 0.184211 
66_O	1 0.421053 0.578947 0.205128 0.525641 0.269231 0.203704 0.481481 0.314815 0.192308 0.487179 0.320513 0.108696 0.333333 0.427536 0.130435 0.111111 0.333333 0.425926 0.12963 0.0777778 0.377778 0.366667 0.177778 0.0789474 0.342105 0.447368 0.131579 
67	1 0.421053 0.578947 0.179487 0.487179 0.333333 0.0740741 0.666667 0.259259 0.205128 0.435897 0.358974 0.0362319 0.326087 0.485507 0.152174 0.0833333 0.314815 0.398148 0.203704 0.0111111 0.322222 0.566667 0.1 0.0789474 0.236842 0.447368 0.236842 
67_O	1 0.657895 0.342105 0.474359 0.435897 0.0897436 0.425926 0.481481 0.0925926 0.448718 0.423077 0.128205 0.318841 0.449275 0.224638 0.00724638 0.305556 0.481481 0.166667 0.0462963 0.288889 0.488889 0.188889 0.0333333 0.342105 0.394737 0.236842 0.0263158 
68	1 0.473684 0.526316 0.230769 0.487179 0.282051 0.203704 0.537037 0.259259 0.205128 0.525641 0.269231 0.101449 0.362319 0.384058 0.152174 0.101852 0.351852 0.407407 0.138889 0.0888889 0.388889 0.388889 0.133333 0.0526316 0.394737 0.394737 0.157895 
68_O	1 0.394737 0.605263 0.141026 0.525641 0.333333 0.185185 0.407407 0.407407 0.205128 0.410256 0.384615 0.057971 0.318841 0.405797 0.217391 0.0925926 0.222222 0.5 0.185185 0.1 0.233333 0.411111 0.255556 0.131579 0.236842 0.394737 0.236842 
69	1 0.473684 0.526316 0.25641 0.474359 0.269231 0.240741 0.518519 0.240741 0.269231 0.435897 0.294872 0.123188 0.42029 0.311594 0.144928 0.148148 0.37037 0.314815 0.166667 0.111111 0.377778 0.377778 0.133333 0.263158 0.263158 0.342105 0.131579 
69_O	1 0.394737 0.605263 0.153846 0.487179 0.358974 0.111111 0.592593 0.296296 0.141026 0.512821 0.346154 0.0507246 0.275362 0.507246 0.166667 0.0462963 0.324074 0.416667 0.212963 0.0222222 0.277778 0.566667 0.133333 0.0789474 0.263158 0.526316 0.131579 
70	1 0.394737 0.605263 0.141026 0.525641 0.333333 0.12963 0.518519 0.351852 0.166667 0.448718 0.384615 0.0362319 0.304348 0.492754 0.166667 0.0462963 0.259259 0.5 0.194444 0.0444444 0.322222 0.433333 0.2 0.0789474 0.236842 0.5 0.184211 
70_O	1 0.5 0.5 0.192308 0.564103 0.24359 0.259259 0.5 0.240741 0.24359 0.5 0.25641 0.0507246 0.456522 0.369565 0.123188 0.0833333 0.416667 0.37037 0.12963 0.111111 0.377778 0.377778 0.133333 0.131579 0.342105 0.421053 0.105263 
71	1 0.526316 0.473684 0.141026 0.679487 0.179487 0.333333 0.333333 0.333333 0.282051 0.461538 0.25641 0.0507246 0.405797 0.449275 0.0942029 0.037037 0.435185 0.462963 0.0648148 0.222222 0.244444 0.322222 0.211111 0.131579 0.342105 0.315789 0.210526 
71_O	1 0.421053 0.578947 0.192308 0.512821 0.294872 0.111111 0.592593 0.296296 0.205128 0.423077 0.371795 0.0434783 0.326087 0.514493 0.115942 0.0833333 0.361111 0.37037 0.185185 0.0444444 0.333333 0.477778 0.144444 0.0789474 0.210526 0.394737 0.315789 
72	1 0.5 0.5 0.205128 0.538462 0.25641 0.148148 0.62963 0.222222 0.230769 0.512821 0.25641 0.0507246 0.398551 0.434783 0.115942 0.0740741 0.361111 0.425926 0.138889 0.0555556 0.366667 0.511111 0.0666667 0.0789474 0.342105 0.447368 0.131579 
72_O	1 0.578947 0.421053 0.333333 0.474359 0.192308 0.277778 0.574074 0.148148 0.358974 0.448718 0.192308 0.173913 0.413043 0.347826 0.0652174 0.240741 0.305556 0.398148 0.0555556 0.155556 0.444444 0.355556 0.0444444 0.184211 0.368421 0.342105 0.105263 
73	1 0.342105 0.657895 0.153846 0.410256 0.435897 0.148148 0.462963 0.388889 0.128205 0.461538 0.410256 0.0869565 0.210145 0.449275 0.253623 0.0833333 0.231481 0.416667 0.268519 0.0444444 0.255556 0.444444 0.255556 0.105263 0.236842 0.473684 0.184211 
73_O	1 0.447368 0.552632 0.179487 0.474359 0.346154 0.203704 0.462963 0.333333 0.153846 0.576923 0.269231 0.0724638 0.333333 0.362319 0.231884 0.0555556 0.324074 0.435185 0.185185 0.1 0.222222 0.544444 0.133333 0.0263158 0.342105 0.526316 0.105263 
74	1 0.5 0.5 0.269231 0.474359 0.25641 0.222222 0.592593 0.185185 0.269231 0.461538 0.269231 0.144928 0.34058 0.42029 0.0942029 0.157407 0.37037 0.324074 0.148148 0.0888889 0.433333 0.4 0.0777778 0.131579 0.421053 0.315789 0.131579 
74_O	1 0.473684 0.526316 0.230769 0.551282 0.217949 0.296296 0.388889 0.314815 0.230769 0.5 0.269231 0.123188 0.413043 0.34058 0.123188 0.0925926 0.398148 0.435185 0.0740741 0.222222 0.233333 0.377778 0.166667 0.157895 0.315789 0.394737 0.131579 
75	1 0.394737 0.605263 0.0897436 0.474359 0.435897 0.185185 0.388889 0.425926 0.128205 0.525641 0.346154 0.0289855 0.23913 0.42029 0.311594 0.0462963 0.175926 0.537037 0.240741 0.0777778 0.211111 0.411111 0.3 0.0263158 0.289474 0.447368 0.236842 
75_O	1 0.526316 0.473684 0.333333 0.461538 0.205128 0.314815 0.407407 0.277778 0.269231 0.525641 0.205128 0.210145 0.384058 0.275362 0.130435 0.175926 0.425926 0.277778 0.12037 0.2 0.377778 0.277778 0.144444 0.105263 0.447368 0.342105 0.105263 
76	1 0.631579 0.368421 0.384615 0.461538 0.153846 0.314815 0.574074 0.111111 0.371795 0.512821 0.115385 0.210145 0.427536 0.326087 0.0362319 0.231481 0.407407 0.324074 0.037037 0.144444 0.566667 0.255556 0.0333333 0.157895 0.447368 0.394737 0 
76_O	1 0.447368 0.552632 0.230769 0.474359 0.294872 0.166667 0.592593 0.240741 0.192308 0.525641 0.282051 0.0869565 0.369565 0.413043 0.130435 0.12037 0.333333 0.407407 0.138889 0.0444444 0.388889 0.477778 0.0888889 0.0263158 0.473684 0.342105 0.157895 
77	1 0.473684 0.526316 0.205128 0.487179 0.307692 0.12963 0.592593 0.277778 0.205128 0.525641 0.269231 0.0797101 0.297101 0.463768 0.15942 0.0740741 0.351852 0.37963 0.194444 0.0333333 0.377778 0.466667 0.122222 0.0526316 0.289474 0.5 0.157895 
77_O	1 0.631579 0.368421 0.320513 0.487179 0.192308 0.314815 0.518519 0.166667 0.410256 0.423077 0.166667 0.166667 0.398551 0.347826 0.0869565 0.175926 0.462963 0.222222 0.138889 0.188889 0.422222 0.311111 0.0777778 0.210526 0.342105 0.342105 0.105263 
78	1 0.526316 0.473684 0.217949 0.5 0.282051 0.277778 0.444444 0.277778 0.294872 0.474359 0.230769 0.101449 0.384058 0.333333 0.181159 0.111111 0.351852 0.398148 0.138889 0.155556 0.311111 0.377778 0.155556 0.131579 0.394737 0.342105 0.131579 
78_O	1 0.447368 0.552632 0.153846 0.602564 0.24359 0.259259 0.351852 0.388889 0.179487 0.512821 0.307692 0.057971 0.384058 0.398551 0.15942 0.0555556 0.314815 0.518519 0.111111 0.144444 0.277778 0.355556 0.222222 0.0526316 0.342105 0.421053 0.184211 
79	1 0.447368 0.552632 0.153846 0.551282 0.294872 0.166667 0.5 0.333333 0.230769 0.423077 0.346154 0.0434783 0.297101 0.521739 0.137681 0.0833333 0.268519 0.5 0.148148 0.0777778 0.322222 0.411111 0.188889 0.0789474 0.263158 0.342105 0.315789 
79_O	1 0.315789 0.684211 0.179487 0.384615 0.435897 0.185185 0.314815 0.5 0.115385 0.384615 0.5 0.123188 0.202899 0.34058 0.333333 0.0833333 0.240741 0.342593 0.333333 0.1 0.244444 0.277778 0.377778 0.0526316 0.210526 0.421053 0.315789 
80	1 0.5 0.5 0.192308 0.564103 0.24359 0.203704 0.574074 0.222222 0.192308 0.602564 0.205128 0.057971 0.384058 0.471014 0.0869565 0.0462963 0.425926 0.444444 0.0833333 0.0444444 0.433333 0.433333 0.0888889 0.0526316 0.421053 0.447368 0.0789474 
80_O	1 0.263158 0.736842 0.0512821 0.512821 0.435897 0.0925926 0.351852 0.555556 0.128205 0.282051 0.589744 0.00724638 0.195652 0.507246 0.289855 0.0277778 0.12963 0.546296 0.296296 0.0444444 0.211111 0.3 0.444444 0.131579 0.105263 0.263158 0.5 
81	1 0.473684 0.526316 0.217949 0.5 0.282051 0.148148 0.592593 0.259259 0.179487 0.551282 0.269231 0.0652174 0.369565 0.42029 0.144928 0.0833333 0.314815 0.462963 0.138889 0.0333333 0.411111 0.466667 0.0888889 0.0263158 0.342105 0.447368 0.184211 
81_O	1 0.421053 0.578947 0.153846 0.576923 0.269231 0.148148 0.5 0.351852 0.153846 0.512821 0.333333 0.0362319 0.333333 0.507246 0.123188 0.0462963 0.314815 0.490741 0.148148 0.0444444 0.355556 0.411111 0.188889 0.0263158 0.315789 0.447368 0.210526 
82	1 0.447368 0.552632 0.141026 0.589744 0.269231 0.203704 0.462963 0.333333 0.205128 0.487179 0.307692 0.0434783 0.362319 0.449275 0.144928 0.0462963 0.314815 0.527778 0.111111 0.0888889 0.322222 0.4 0.188889 0.0789474 0.342105 0.421053 0.157895 
82_O	1 0.473684 0.526316 0.179487 0.538462 0.282051 0.203704 0.518519 0.277778 0.24359 0.448718 0.307692 0.0652174 0.333333 0.478261 0.123188 0.0648148 0.37963 0.388889 0.166667 0.0888889 0.355556 0.411111 0.144444 0.131579 0.263158 0.421053 0.184211 
83	1 0.578947 0.421053 0.320513 0.512821 0.166667 0.296296 0.537037 0.166667 0.320513 0.5 0.179487 0.152174 0.485507 0.282609 0.0797101 0.148148 0.462963 0.324074 0.0648148 0.177778 0.4 0.377778 0.0444444 0.105263 0.578947 0.210526 0.105263 
83_O	1 0.342105 0.657895 0.166667 0.397436 0.435897 0.148148 0.518519 0.333333 0.153846 0.384615 0.461538 0.0942029 0.210145 0.463768 0.231884 0.111111 0.212963 0.388889 0.287037 0.0666667 0.255556 0.433333 0.244444 0.0789474 0.394737 0.263158 0.263158 
84	1 0.447368 0.552632 0.230769 0.512821 0.25641 0.222222 0.462963 0.314815 0.166667 0.576923 0.25641 0.130435 0.34058 0.391304 0.137681 0.0833333 0.416667 0.351852 0.148148 0.111111 0.344444 0.4 0.144444 0.0263158 0.447368 0.421053 0.105263 
84_O	1 0.447368 0.552632 0.230769 0.474359 0.294872 0.12963 0.703704 0.166667 0.217949 0.435897 0.346154 0.0724638 0.369565 0.463768 0.0942029 0.12037 0.351852 0.342593 0.185185 0.0333333 0.388889 0.522222 0.0555556 0.105263 0.394737 0.315789 0.184211 
85	1 0.631579 0.368421 0.461538 0.423077 0.115385 0.407407 0.592593 0 0.487179 0.307692 0.205128 0.282609 0.536232 0.181159 0 0.398148 0.314815 0.231481 0.0555556 0.244444 0.555556 0.2 0 0.605263 0.131579 0.184211 0.0789474 
85_O	1 0.473684 0.526316 0.153846 0.602564 0.24359 0.222222 0.462963 0.314815 0.217949 0.525641 0.25641 0.0434783 0.376812 0.471014 0.108696 0.037037 0.416667 0.435185 0.111111 0.111111 0.3 0.433333 0.155556 0.105263 0.289474 0.473684 0.131579 
86	1 0.526316 0.473684 0.230769 0.512821 0.25641 0.277778 0.5 0.222222 0.282051 0.525641 0.192308 0.123188 0.369565 0.398551 0.108696 0.12963 0.351852 0.416667 0.101852 0.133333 0.355556 0.422222 0.0888889 0.131579 0.552632 0.236842 0.0789474 
86_O	1 0.526316 0.473684 0.205128 0.525641 0.269231 0.259259 0.462963 0.277778 0.24359 0.538462 0.217949 0.0942029 0.333333 0.42029 0.152174 0.0925926 0.361111 0.407407 0.138889 0.122222 0.344444 0.377778 0.155556 0.0789474 0.368421 0.421053 0.131579 
87	1 0.552632 0.447368 0.24359 0.589744 0.166667 0.240741 0.592593 0.166667 0.333333 0.435897 0.230769 0.0724638 0.492754 0.398551 0.0362319 0.12037 0.416667 0.416667 0.0462963 0.1 0.5 0.311111 0.0888889 0.263158 0.263158 0.289474 0.184211 
87_O	1 0.447368 0.552632 0.128205 0.628205 0.24359 0.222222 0.462963 0.314815 0.192308 0.512821 0.294872 0.0362319 0.369565 0.492754 0.101449 0.0185185 0.398148 0.481481 0.101852 0.1 0.3 0.444444 0.155556 0.157895 0.210526 0.5 0.131579 
88	1 0.473684 0.526316 0.25641 0.423077 0.320513 0.222222 0.5 0.277778 0.179487 0.615385 0.205128 0.144928 0.304348 0.376812 0.173913 0.12963 0.333333 0.37037 0.166667 0.0888889 0.344444 0.466667 0.1 0.0526316 0.421053 0.473684 0.0526316 
88_O	1 0.657895 0.342105 0.397436 0.474359 0.128205 0.462963 0.425926 0.111111 0.423077 0.487179 0.0897436 0.275362 0.427536 0.268116 0.0289855 0.268519 0.435185 0.268519 0.0277778 0.277778 0.433333 0.266667 0.0222222 0.315789 0.5 0.184211 0 
89	1 0.631579 0.368421 0.371795 0.487179 0.141026 0.388889 0.462963 0.148148 0.358974 0.525641 0.115385 0.231884 0.42029 0.297101 0.0507246 0.203704 0.472222 0.268519 0.0555556 0.222222 0.444444 0.3 0.0333333 0.210526 0.421053 0.368421 0 
89_O	1 0.552632 0.447368 0.333333 0.551282 0.115385 0.351852 0.537037 0.111111 0.358974 0.397436 0.24359 0.173913 0.550725 0.268116 0.00724638 0.240741 0.416667 0.287037 0.0555556 0.211111 0.466667 0.266667 0.0555556 0.394737 0.236842 0.289474 0.0789474 
90	1 0.421053 0.578947 0.179487 0.5 0.320513 0.148148 0.62963 0.222222 0.192308 0.487179 0.320513 0.057971 0.347826 0.478261 0.115942 0.101852 0.314815 0.416667 0.166667 0.0333333 0.355556 0.522222 0.0888889 0.131579 0.368421 0.342105 0.157895 
90_O	1 0.5 0.5 0.25641 0.589744 0.153846 0.314815 0.444444 0.240741 0.282051 0.461538 0.25641 0.144928 0.442029 0.369565 0.0434783 0.138889 0.444444 0.361111 0.0555556 0.177778 0.388889 0.3 0.133333 0.210526 0.394737 0.289474 0.105263 
91	1 0.5 0.5 0.25641 0.525641 0.217949 0.277778 0.462963 0.259259 0.205128 0.576923 0.217949 0.130435 0.413043 0.34058 0.115942 0.0833333 0.453704 0.37037 0.0925926 0.133333 0.388889 0.366667 0.111111 0.105263 0.342105 0.526316 0.0263158 
91_O	1 0.315789 0.684211 0.0897436 0.461538 0.448718 0.0925926 0.407407 0.5 0.0512821 0.5 0.448718 0.0362319 0.15942 0.5 0.304348 0 0.222222 0.453704 0.324074 0.0111111 0.222222 0.455556 0.311111 0 0.131579 0.578947 0.289474 
92	1 0.526316 0.473684 0.24359 0.538462 0.217949 0.277778 0.462963 0.259259 0.217949 0.602564 0.179487 0.137681 0.355072 0.391304 0.115942 0.101852 0.425926 0.37037 0.101852 0.133333 0.377778 0.388889 0.1 0.0263158 0.473684 0.421053 0.0789474 
92_O	1 0.526316 0.473684 0.282051 0.5 0.217949 0.259259 0.574074 0.166667 0.307692 0.461538 0.230769 0.144928 0.413043 0.376812 0.0652174 0.148148 0.425926 0.314815 0.111111 0.122222 0.444444 0.366667 0.0666667 0.263158 0.289474 0.394737 0.0526316 
93	1 0.578947 0.421053 0.294872 0.474359 0.230769 0.333333 0.425926 0.240741 0.307692 0.5 0.192308 0.181159 0.318841 0.376812 0.123188 0.138889 0.407407 0.333333 0.12037 0.188889 0.366667 0.333333 0.111111 0.131579 0.342105 0.447368 0.0789474 
93_O	1 0.473684 0.526316 0.230769 0.564103 0.205128 0.240741 0.444444 0.314815 0.192308 0.564103 0.24359 0.115942 0.355072 0.449275 0.0797101 0.0833333 0.398148 0.453704 0.0648148 0.111111 0.4 0.333333 0.155556 0.0526316 0.342105 0.5 0.105263 
94	1 0.447368 0.552632 0.166667 0.564103 0.269231 0.240741 0.425926 0.333333 0.179487 0.538462 0.282051 0.0724638 0.355072 0.427536 0.144928 0.0555556 0.361111 0.462963 0.12037 0.0888889 0.355556 0.366667 0.188889 0.105263 0.342105 0.394737 0.157895 
